"","Team","Player","College","Play_Yrs","Games","Year","Pick"
"6318","SAS","Tony Massenburg","University of Maryland",13,683,1990,43
"6319","MIL","Steve Henson","Kansas State University",7,238,1990,44
"6320","IND","Antonio Davis","University of Texas at El Paso",13,903,1990,45
"6321","IND","Kenny Williams","Elizabeth City State University",4,260,1990,46
"6322","PHI","Derek Strong","Xavier University",10,456,1990,47
"6323","PHO","Cedric Ceballos","California State University, Fullerton",11,609,1990,48
"6324","DAL","Phil Henderson","Duke University",NA,NA,1990,49
"6325","PHO","Milos Babic","Tennessee Technological University",2,21,1990,50
"6326","LAL","Tony Smith","Marquette University",9,457,1990,51
"6327","CLE","Stefano Rusconi",NA,1,7,1990,52
"6328","SEA","Abdul Shamsid-Deen","Providence College",NA,NA,1990,53
"6329","SAS","Sean Higgins","University of Michigan",6,220,1990,54
"6330","CHH","Larry Johnson","University of Nevada, Las Vegas",10,707,1991,1
"6331","NJN","Kenny Anderson","Georgia Institute of Technology",14,858,1991,2
"6332","SAC","Billy Owens","Syracuse University",10,600,1991,3
"6333","DEN","Dikembe Mutombo","Georgetown University",18,1196,1991,4
"6334","MIA","Steve Smith","Michigan State University",14,942,1991,5
"6335","DAL","Doug Smith","University of Missouri",5,296,1991,6
"6336","MIN","Luc Longley","University of New Mexico",10,567,1991,7
"6337","DEN","Mark Macon","Temple University",6,251,1991,8
"6338","ATL","Stacey Augmon","University of Nevada, Las Vegas",15,1001,1991,9
"6339","ORL","Bison Dele","University of Arizona",8,413,1991,10
"6340","CLE","Terrell Brandon","University of Oregon",11,724,1991,11
"6341","NYK","Greg Anthony","University of Nevada, Las Vegas",11,757,1991,12
"6342","IND","Dale Davis","Clemson University",16,1094,1991,13
"6343","SEA","Rich King","University of Nebraska",4,72,1991,14
"6344","ATL","Anthony Avent","Seton Hall University",6,352,1991,15
"6345","GSW","Chris Gatling","Old Dominion University",11,700,1991,16
"6346","GSW","Victor Alexander","Iowa State University",5,286,1991,17
"6347","MIL","Kevin Brooks","University of Louisiana at Lafayette",3,126,1991,18
"6348","WSB","LaBradford Smith","University of Louisville",3,183,1991,19
"6349","HOU","John Turner","Phillips University",1,42,1991,20
"6350","UTA","Eric Murdock","Providence College",9,508,1991,21
"6351","LAC","LeRon Ellis","Syracuse University",3,91,1991,22
"6352","ORL","Stanley Roberts","Louisiana State University",8,300,1991,23
"6353","BOS","Rick Fox","University of North Carolina",13,930,1991,24
"6354","GSW","Shaun Vandiver","University of Colorado",NA,NA,1991,25
"6355","CHI","Mark Randall","University of Kansas",4,127,1991,26
"6356","SAC","Pete Chilcutt","University of North Carolina",9,584,1991,27
"6357","CHH","Kevin Lynch","University of Minnesota",2,95,1991,28
"6358","MIA","George Ackles","University of Nevada, Las Vegas",NA,NA,1991,29
"6359","ATL","Rodney Monroe","North Carolina State University",1,38,1991,30
"6360","SAC","Randy Brown","New Mexico State University",12,655,1991,31
"6361","PHO","Chad Gallagher","Creighton University",1,2,1991,32
"6362","DAL","Donald Hodge","Temple University",5,249,1991,33
"6363","MIN","Myron Brown","Slippery Rock University of Pennsylvania",1,4,1991,34
"6364","DAL","Mike Iuzzolino","Saint Francis University",2,122,1991,35
"6365","ORL","Chris Corchiani","North Carolina State University",3,112,1991,36
"6366","LAC","Elliot Perry","University of Memphis",10,549,1991,37
"6367","LAC","Joe Wylie","University of Miami",NA,NA,1991,38
"6368","CLE","Jimmy Oliver","Purdue University",5,78,1991,39
"6369","DET","Doug Overton","La Salle University",11,499,1991,40
"6370","IND","Sean Green","Iona College",3,84,1991,41
"6371","SAC","Steve Hood","James Madison University",NA,NA,1991,42
"6372","GSW","Lamont Strothers","Christopher Newport University",2,13,1991,43
"6373","PHI","Alvaro Teheran","University of Houston",NA,NA,1991,44
"6374","MIL","Bobby Phills","Southern University and A&M College",9,467,1991,45
"6375","PHO","Richard Dumas","Oklahoma State University",3,102,1991,46
"6376","HOU","Keith Hughes","Rutgers University",NA,NA,1991,47
"6377","UTA","Isaac Austin","Arizona State University",9,432,1991,48
"6378","SAS","Greg Sutton","Oral Roberts University",3,168,1991,49
"6379","PHO","Joey Wright","University of Texas at Austin",NA,NA,1991,50
"6380","HOU","Zan Tabak",NA,6,247,1991,51
"6381","LAL","Anthony Jones","Oral Roberts University",NA,NA,1991,52
"6382","NJN","Von McDade","University of Wisconsin-Milwaukee",NA,NA,1991,53
"6383","POR","Marcus Kennedy","Eastern Michigan University",NA,NA,1991,54
"6384","ORL","Shaquille O'Neal","Louisiana State University",19,1207,1992,1
"6385","CHH","Alonzo Mourning","Georgetown University",15,838,1992,2
"6386","MIN","Christian Laettner","Duke University",13,868,1992,3
"6387","DAL","Jim Jackson","Ohio State University",14,885,1992,4
"6388","DEN","LaPhonso Ellis","University of Notre Dame",11,624,1992,5
"6389","WSB","Tom Gugliotta","North Carolina State University",13,763,1992,6
"6390","SAC","Walt Williams","University of Maryland",11,708,1992,7
"6391","MIL","Todd Day","University of Arkansas",8,483,1992,8
"6392","PHI","Clarence Weatherspoon","University of Southern Mississippi",13,915,1992,9
"6393","ATL","Adam Keefe","Stanford University",9,617,1992,10
"6394","HOU","Robert Horry","University of Alabama",16,1107,1992,11
"6395","MIA","Harold Miner","University of Southern California",4,200,1992,12
"6396","DEN","Bryant Stith","University of Virginia",10,586,1992,13
"6397","IND","Malik Sealy","St. John's University",8,493,1992,14
"6398","LAL","Anthony Peeler","University of Missouri",13,827,1992,15
"6399","LAC","Randy Woods","La Salle University",4,151,1992,16
"6400","SEA","Doug Christie","Pepperdine University",15,827,1992,17
"6401","SAS","Tracy Murray","University of California, Los Angeles",12,659,1992,18
"6402","DET","Don MacLean","University of California, Los Angeles",9,319,1992,19
"6403","NYK","Hubert Davis","University of North Carolina",12,685,1992,20
"6404","BOS","Jon Barry","Georgia Institute of Technology",14,821,1992,21
"6405","PHO","Oliver Miller","University of Arkansas",9,493,1992,22
"6406","MIL","Lee Mayberry","University of Arkansas",7,496,1992,23
"6407","GSW","Latrell Sprewell","University of Alabama",13,913,1992,24
"6408","LAC","Elmore Spencer","University of Nevada, Las Vegas",5,157,1992,25
"6409","POR","Dave Johnson","Syracuse University",2,59,1992,26
"6410","CHI","Byron Houston","Oklahoma State University",4,214,1992,27
"6411","MIN","Marlon Maxey","University of Texas at El Paso",2,98,1992,28
"6412","NJN","P.J. Brown","Louisiana Tech University",15,1089,1992,29
"6413","DAL","Sean Rooks","University of Arizona",12,749,1992,30
"6414","POR","Reggie Smith","Texas Christian University",2,66,1992,31
"6415","WSB","Brent Price","University of Oklahoma",9,418,1992,32
"6416","CHI","Corey Williams","Oklahoma State University",2,39,1992,33
"6417","MIN","Chris Smith","University of Connecticut",3,224,1992,34
"6418","CHH","Tony Bennett","University of Wisconsin-Green Bay",3,152,1992,35
"6419","LAL","Duane Cooper","University of Southern California",2,88,1992,36
"6420","MIA","Isaiah Morris","University of Arkansas",1,25,1992,37
"6421","ATL","Elmer Bennett","University of Notre Dame",3,21,1992,38
"6422","CHI","Litterial Green","University of Georgia",5,148,1992,39
"6423","NJN","Steve Rogers","Alabama State University",NA,NA,1992,40
"6424","HOU","Popeye Jones","Murray State University",11,535,1992,41
"6425","MIA","Matt Geiger","Georgia Institute of Technology",10,552,1992,42
"6426","GSW","Sasha Danilovic",NA,2,75,1992,43
"6427","SAS","Henry Williams","University of North Carolina at Charlotte",NA,NA,1992,44
"6428","SEA","Chris King","Wake Forest University",3,103,1992,45
"6429","DEN","Robert Werdann","St. John's University",3,47,1992,46
"6430","BOS","Darren Morningstar","University of Pittsburgh",1,23,1992,47
"6431","PHO","Brian Davis","Duke University",1,68,1992,48
"6432","PHO","Ron Ellis","Louisiana Tech University",NA,NA,1992,49
"6433","GSW","Matt Fish","University of North Carolina at Wilmington",3,50,1992,50
"6434","MIN","Tim Burroughs","Jacksonville University",NA,NA,1992,51
"6435","CHI","Matt Steigenga","Michigan State University",1,2,1992,52
"6436","HOU","Curtis Blair","University of Richmond",NA,NA,1992,53
"6437","SAC","Brett Roberts","Morehead State University",NA,NA,1992,54
"6438","ORL","Chris Webber","University of Michigan",15,831,1993,1
"6439","PHI","Shawn Bradley","Brigham Young University",12,832,1993,2
"6440","GSW","Anfernee Hardaway","University of Memphis",14,704,1993,3
"6441","DAL","Jamal Mashburn","University of Kentucky",11,611,1993,4
"6442","MIN","Isaiah Rider","University of Nevada, Las Vegas",9,563,1993,5
"6443","WSB","Calbert Cheaney","Indiana University",13,825,1993,6
"6444","SAC","Bobby Hurley","Duke University",5,269,1993,7
"6445","MIL","Vin Baker","University of Hartford",13,791,1993,8
"6446","DEN","Rodney Rogers","Wake Forest University",12,866,1993,9
"6447","DET","Lindsey Hunter","Jackson State University",17,937,1993,10
"6448","DET","Allan Houston","University of Tennessee",12,839,1993,11
"6449","LAL","George Lynch","University of North Carolina",12,774,1993,12
"6450","LAC","Terry Dehere","Seton Hall University",6,402,1993,13
"6451","IND","Scott Haskin","Oregon State University",1,27,1993,14
"6452","ATL","Doug Edwards","Florida State University",3,85,1993,15
"6453","NJN","Rex Walters","University of Kansas",7,335,1993,16
"6454","CHH","Greg Graham","Indiana University",5,207,1993,17
"6455","UTA","Luther Wright","Seton Hall University",1,15,1993,18
"6456","BOS","Acie Earl","University of Iowa",4,193,1993,19
"6457","CHH","Scott Burrell","University of Connecticut",8,383,1993,20
"6458","POR","James Robinson","University of Alabama",7,381,1993,21
"6459","CLE","Chris Mills","University of Arizona",10,568,1993,22
"6460","SEA","Ervin Johnson","University of New Orleans",13,845,1993,23
"6461","HOU","Sam Cassell","Florida State University",15,993,1993,24
"6462","CHI","Corie Blount","University of Cincinnati",11,644,1993,25
"6463","ORL","Geert Hammink","Louisiana State University",3,8,1993,26
"6464","PHO","Malcolm Mackey","Georgia Institute of Technology",1,22,1993,27
"6465","DAL","Lucious Harris","California State University, Long Beach",12,800,1993,28
"6466","MIN","Sherron Mills","Virginia Commonwealth University",NA,NA,1993,29
"6467","WSB","Gheorghe Muresan",NA,6,307,1993,30
"6468","SAC","Evers Burns","University of Maryland",1,23,1993,31
"6469","PHI","Alphonso Ford","Mississippi Valley State University",2,11,1993,32
"6470","DAL","Eric Riley","University of Michigan",5,186,1993,33
"6471","GSW","Darnell Mee","Western Kentucky University",2,40,1993,34
"6472","MIA","Ed Stokes","University of Arizona",1,4,1993,35
"6473","NJN","John Best","Tennessee Technological University",NA,NA,1993,36
"6474","LAL","Nick Van Exel","University of Cincinnati",13,880,1993,37
"6475","WSB","Conrad McRae","Syracuse University",NA,NA,1993,38
"6476","IND","Thomas Hill","Duke University",NA,NA,1993,39
"6477","ATL","Rich Manning","University of Washington",2,55,1993,40
"6478","CHI","Anthony Reed","Tulane University",NA,NA,1993,41
"6479","SEA","Adonis Jordan","University of Kansas",2,10,1993,42
"6480","DEN","Josh Grant","University of Utah",1,53,1993,43
"6481","SAC","Alex Holcombe","Baylor University",NA,NA,1993,44
"6482","UTA","Bryon Russell","California State University, Long Beach",13,841,1993,45
"6483","HOU","Richard Petruska","University of California, Los Angeles",1,22,1993,46
"6484","SAS","Chris Whitney","Clemson University",11,579,1993,47
"6485","POR","Kevin Thompson","North Carolina State University",1,14,1993,48
"6486","PHO","Mark Buford","Mississippi Valley State University",NA,NA,1993,49
"6487","HOU","Marcelo Nicola",NA,NA,NA,1993,50
"6488","IND","Spencer Dunkley","University of Delaware",NA,NA,1993,51
"6489","SAC","Mike Peplowski","Michigan State University",3,68,1993,52
"6490","LAC","Leonard White","Southern University and A&M College",NA,NA,1993,53
"6491","PHO","Byron Wilson","University of Utah",NA,NA,1993,54
"6492","MIL","Glenn Robinson","Purdue University",11,688,1994,1
"6493","DAL","Jason Kidd","University of California",19,1391,1994,2
"6494","DET","Grant Hill","Duke University",18,1026,1994,3
"6495","MIN","Donyell Marshall","University of Connecticut",15,957,1994,4
"6496","WSB","Juwan Howard","University of Michigan",19,1208,1994,5
"6497","PHI","Sharone Wright","Clemson University",4,203,1994,6
"6498","LAC","Lamond Murray","University of California",11,736,1994,7
"6499","SAC","Brian Grant","Xavier University",12,756,1994,8
"6500","BOS","Eric Montross","University of North Carolina",8,465,1994,9
"6501","LAL","Eddie Jones","Temple University",14,954,1994,10
"6502","SEA","Carlos Rogers","Tennessee State University",8,298,1994,11
"6503","MIA","Khalid Reeves","University of Arizona",6,277,1994,12
"6504","DEN","Jalen Rose","University of Michigan",13,923,1994,13
"6505","NJN","Yinka Dare","George Washington University",4,110,1994,14
"6506","IND","Eric Piatkowski","University of Nebraska",14,789,1994,15
"6507","GSW","Clifford Rozier","University of Louisville",4,173,1994,16
"6508","POR","Aaron McKie","Temple University",13,793,1994,17
"6509","MIL","Eric Mobley","University of Pittsburgh",3,113,1994,18
"6510","DAL","Tony Dumas","University of Missouri-Kansas City",4,156,1994,19
"6511","PHI","B.J. Tyler","University of Texas at Austin",1,55,1994,20
"6512","CHI","Dickey Simpkins","Providence College",7,327,1994,21
"6513","SAS","Bill Curley","Boston College",5,147,1994,22
"6514","PHO","Wesley Person","Auburn University",11,733,1994,23
"6515","NYK","Monty Williams","University of Notre Dame",9,456,1994,24
"6516","LAC","Greg Minor","University of Louisville",5,277,1994,25
"6517","NYK","Charlie Ward","Florida State University",11,630,1994,26
"6518","ORL","Brooks Thompson","Oklahoma State University",4,168,1994,27
"6519","DAL","Deon Thomas","University of Illinois at Urbana-Champaign",NA,NA,1994,28
"6520","PHO","Antonio Lang","Duke University",6,143,1994,29
"6521","MIN","Howard Eisley","Boston College",12,786,1994,30
"6522","ORL","Rodney Dent","University of Kentucky",NA,NA,1994,31
"6523","WSB","Jim McIlvaine","Marquette University",7,401,1994,32
"6524","PHI","Derrick Alston","Duquesne University",3,139,1994,33
"6525","ATL","Gaylon Nickerson","Northwestern Oklahoma State University",1,4,1994,34
"6526","SAC","Michael Smith","Providence College",7,449,1994,35
"6527","BOS","Andrei Fetisov",NA,NA,NA,1994,36
"6528","SEA","Dontonio Wingfield","University of Cincinnati",4,114,1994,37
"6529","CHH","Darrin Hancock","University of Kansas",3,133,1994,38
"6530","GSW","Anthony Miller","Michigan State University",8,181,1994,39
"6531","MIA","Jeff Webster","University of Oklahoma",1,11,1994,40
"6532","IND","William Njoku",NA,NA,NA,1994,41
"6533","CLE","Gary Collier","University of Tulsa",NA,NA,1994,42
"6534","POR","Shawnelle Scott","St. John's University",4,105,1994,43
"6535","IND","Damon Bailey","Indiana University",NA,NA,1994,44
"6536","GSW","Dwayne Morton","University of Louisville",1,41,1994,45
"6537","MIL","Voshon Lenard","University of Minnesota",11,565,1994,46
"6538","UTA","Jamie Watson","University of South Carolina",4,102,1994,47
"6539","DET","Jevon Crudup","University of Missouri",NA,NA,1994,48
"6540","CHI","Kris Bruton","Benedict College",NA,NA,1994,49
"6541","PHO","Charles Claxton","University of Georgia",1,3,1994,50
"6542","SAC","Lawrence Funderburke","Ohio State University",7,318,1994,51
"6543","PHO","Anthony Goldwire","University of Houston",8,266,1994,52
"6544","HOU","Albert Burditt","University of Texas at Austin",NA,NA,1994,53
"6545","SEA","Zeljko Rebraca",NA,5,215,1994,54
"6546","GSW","Joe Smith","University of Maryland",16,1030,1995,1
"6547","LAC","Antonio McDyess","University of Alabama",15,1015,1995,2
"6548","PHI","Jerry Stackhouse","University of North Carolina",18,970,1995,3
"6549","WSB","Rasheed Wallace","University of North Carolina",16,1109,1995,4
"6550","MIN","Kevin Garnett",NA,21,1462,1995,5
